Alias,Documented Name
VTB SPECIALIZED DEPOSITORY CLOSED JOINT STOCK COMPANY,
CJS VTB SPECIALIZED DEPOSITORY,
VTB SPECIALIZED DEPOSITORY CJSC,
VTB REGISTRAR CLOSED JOINT STOCK COMPANY,
VTB REGISTRAR,
VTB Registrar CJSC,
Joint Stock Company VTB Registrar,
JSC VTB Registrar,
VTB LEASING JOINT STOCK COMPANY,
JSC VTB Leasing,
AO VTB Lizing,
VTB Leasing JSC,
AKTSIONERNOE OBSHCHESTVO SG-DEVELOPMENT,
Public Joint Stock Company Hals-Development,
Public Joint Stock Company SG-Development,
Gals-Development PAO,
Has-Development JSC,
Joint Stock Company Hals-Development,
"SG-Development, AO",
AUCTION LIMITED LIABILITY COMPANY,
LLC AUKCION,
AUKTSION OOO,
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU AUKTSION,
AUKCION LIMITED LIABILITY COMPANY,
JOINT STOCK COMPANY SBERBANK AUTOMATED TRADE SYSTEM,
SBERBANK-AUTOMATED TRADING SYSTEM CLOSED JOINT STOCK COMPANY,
SBERBANK-AST ZAO,
ZAKRYTOE AKTSIONERNOE OBSHCHESTVO SBERBANK AVTOMATIZIROVANNAYA SISTEMA TORGOV,
JOINT STOCK COMPANY SBERBANK-AUTOMATED SYSTEM FOR TRADING,
Sberbank-AST JSC,
JSC SBERBANK-AUTOMATED SYSTEM FOR TRADING,
LIMITED LIABILITY COMPANY SBERBANK FINANCIAL COMPANY,
LLC SBERBANK FINANCIAL COMPANY,
SBERBANK-FINANS OOO,
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU FINANSOVAYA KOMPANIYA SBERBANKA,
Sberbank Finance LLC,
Sberbank-Finance,
SBERBANK FINANCE COMPANY LIMITED LIABILITY COMPANY,
Limited Liability Company Active Business Consult,
LLC ACTIVEBUSINESSCOLLECTION,
"AKTIVBIZNESKOLLEKSHN, OOO",
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU AKTIVBIZNESKOLLEKSHN,
LIMITED LIABILITY COMPANY ACTIVEBUSINESSCOLLECTION,
ABC LLC,
JOINT STOCK COMPANY SBERBANK PRIVATE PENSION FUND,
CJSC NON-STATE PENSION FUND OF SBERBANK,
NPF SBERBANKA ZAO,
ZAKRYTOE AKTSIONERNOE OBSHCHESTVO NEGOSUDARSTVENNY PENSIONNY FOND SBERBANKA,
SBERBANK PRIVATE PENSION FUND CLOSED JOINT STOCK COMPANY,
NEGOSUDARSTVENNY PENSIONNY FOND SBERBANKA,
Sberbank PPF JSC,
INSURANCE COMPANY SBERBANK INSURANCE LIMITED LIABILITY COMPANY,
LLC INSURANCE COMPANY SBERBANK INSURANCE,
SBERBANK STRAHOVANIE OOO SK,
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STRAKHOVAYA KOMPANIYA SBERBANK STRAKHOVANIE,
SK SBERBANK STRAHOVANIE LLC,
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STRAKHOVAYA KOMPANIYA SBERBANK OBSHCHEE STRAKHOVANIE,
Sberbank Insurance IC LLC,
Strakhovaya Kompaniya Sberbank Strakhovanie,
SBERBANK INSURANCE COMPANY LTD,
LIMITED LIABILITY COMPANY SBERBANK INSURANCE BROKER,
LLC INSURANCE BROKER OF SBERBANK,
Sberbank Insurance Broker LLC,
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STRAKHOVOI BROKER SBERBANKA,
OOO STRAKHOVOI BROKER SBERBANKA,
SB SECURITIES SA,
Non-Latin: JSC NPO High Precision Systems,Non-Latin: АО НПО Высокоточные Комплексы
Aktsionernoe Obshchestvo NPO Vysokotochnye Kompleksy,
High Precision Weapons Joint Stock Company Scientific Production Association,
"NPO Vysokotochnye Kompleksy, AO",
JSC NPO Vysokotochnye Kompleksy,
Non-Latin: Открытое Акционерное Общество Российская Электроника,Non-Latin: Open Joint Stock Company Russian Electronics
Non-Latin: АО Росэлектроника,Non-Latin: JSC RUSELECTRONICS
AO Roselektronika,
JSC Russian Electronics,
NPK Tekhmash OAO,
OJSC MACHINE ENGINEERING TECHNOLOGIES,
SCIENTIFIC INDUSTRIAL CONCERN MANUFACTURING ENGINEERING OJSC,
Joint Stock Company Scientific Industrial Concern Manufacturing Engineering,
JSC SPC Techmash,
AKTSIONERNOE OBSHCHESTVO NAUCHNO-PROIZVODSTVENNY KONTSERN TEKHNOLOGII MASHINOSTROENIYA,
Non-Latin: Акционерное Общество Технодинамика,Non-Latin: Joint Stock Company Tekhnodinamika
Non-Latin: JSC Tekhnodinamika,Non-Latin: АО Технодинамика
Aktsionernoe Obschestvo Tekhnodinamika,
AO Tekhnodinamika,
Teknodinamika JSC,
Joint Stock Company Aviation Equipment,
Joint Stock Company Shvabe,
Aktsionernoe Obshchestvo Shvabe,
AO Shvabe,
Shvabe PAO,
ROSOBORONEKSPORT OAO,
Russian Defense Export Rosoboronexport,
Rosoboronexport JSC,
Rosoboroneksport OJSC,
Non-Latin: JOINT STOCK COMMERCIAL BANK NOVIKOMBANK,Non-Latin: Акционерный Коммерческий Банк Новикомбанк акционерное общество
AKTSIONERNY KOMMERCHESKI BANK NOVIKOMBANK AKTSIONERNOE OBSHCHESTVO,
Non-Latin: AO AKB NOVIKOMBANK,Non-Latin: АО АКБ НОВИКОМБАНК
Joint Stock Commercial Bank Novikombank Joint Stock Company,
Novikombank JCSB,
Novikombank AO,
RT-Inform Limited Liability Company,
RT-Inform LLC,
OTKRYTOE AKTSIONERNOE OBSHCHESTVO NOVO-VYATKA,
NOVO VYATKA OPEN JOINT STOCK COMPANY,
VERTOLETY ROSSII AO,
RUSSIAN HELICOPTERS JOINT STOCK COMPANY,
OPEN JOINT STOCK COMPANY RUSSIAN HELICOPTERS,
JSC Russian Helicopters,
Joint Stock Company Russian Helicopters,
Aktsionernoe Obshchestvo Vertolety Rossii,
AGRICOLA BOREAL S.P.R. DE R.L.,
AGRICOLA TAVO S.P.R. DE R.L.,
AGRICULTURA TAVO S.P.R. DE R.L.,
ASESORES TURISTICOS S.A. DE C.V.,
DESARROLLO AGRICOLA ORGANICO S.P.R. DE R.L.,
"DESARROLLO AGRICULTURA ORGANICO, S.P.R. DE R.L.",
DESARROLLO AGRICOLA VERDE DE SAYULA S.P.R. DE R.L.,
"DESARROLLO AGRICULTURA VERDE DE SAYULA, S.P.R. DE R.L.",
STEP LATINAMEDICA S.A. DE C.V.,
STATUS ADMINISTRATIVO S. DE R.L.,
STATUS ADMINISTRATIVO S. DE R.L. DE C.V.,
Kim,Kwang Hyok
STATE CONCERN NATIONAL PRODUCTION AND AGRICULTURAL ASSOCIATION MASSANDRA,
STATE CONCERN NATIONAL ASSOCIATION OF PRODUCERS MASSANDRA,
NACIONALNOYE PROIZ-VODSTVENNO AGRARNOYE OBYEDINENYE MASSANDRA,
"MASSANDRA STATE CONCERN, NATIONAL PRODUCTION AND AGRARIAN UNION, OJSC",
MASSANDRA NATIONAL INDUSTRIAL AGRARIAN ASSOCIATON OF WINE INDUSTRY,
STATE ENTERPRISE MAGARACH OF THE NATIONAL INSTITUTE OF WINE,
STATE ENTERPRISE AGRICULTURAL COMPANY MAGARACH NATIONAL INSTITUTE OF VINE AND WINE MAGARACH,
GOSUDARSTVENOYE PREDPRIYATIYE AGRO-FIRMA MAGARACH NACIONALNOGO INSTITUTA VINOGRADA I VINA MAGARACH,
MAGARACH AGRICULTURAL COMPANY OF NATIONAL INSTITUTE OF WINE AND GRAPES MAGARACH,
DERZHAVNE PIDPRYEMSTVO AGROFIRMA MAGARACH NATSIONALNOGO INSTYTUTU VYNOGRADU I VYNA MAGARACH,
"AGROFIRMA MAGARACH NATSIONALNOGO INSTYTUTU VYNOGRADU I VYNA MAGARACH, DP",
Labico SAL Offshore,
Labico SAL (Off Shore),
Aero Skyone Co. Limited,
Aeroskyone Co. Ltd,
Aero Sky One Ltd,
Cherri,Adel
Cherri,Adel
Shirri,'Adil
Le-Hua Electronic Field Co. Limited,
Le-Hua Elec F Co. Ltd,
Serhan,Fadi
Sarhan,Fadi
Sirhan,Fadi
Vatech SARL,
Vatech,
Vatech Lebanon,
Vatech Video and Pro Audio,
Waked Money Laundering Organization,
WAKED HATUM,Nidal
WAKED HATOUM,Nidal
Waked Fares,Abdul
Waked Hatum,Gazy
Waked Hatum,Ghazi
Waked Hatum,Jalal
WAKED HATOUM,Jalal
Waked Hatum,Ali
VIDA PANAMA (ZONA LIBRE) S.A.,
"GRUPO WISA, S.A.",
La Riviera,
GRUPO W S.A.,
HOMETEK,
Haejin Ship Management Company Limited,
Yongjin Ship Management Company Limited,
Pyongjin Ship Management Company Limited,
Ruelas Torres Drug Trafficking Organization,
RUELAS,TORRES
RUELAS,TORRES
Non-Latin: RUELAS,Non-Latin: ÁVILA
Non-Latin: RUELAS,Non-Latin: ÁVILA
RESORT NIZHNYAYA OREANDA,
FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE UCHREZHDENIE SANATORI NIZHNYAYA OREANDA UPRAVLENIYA DELAMI PREZIDENTA ROSSISKOI FE,
FGBU SANATORI NIZHNYAYA OREANDA,
SANATORIUM NIZHNYAYA OREANDA,
FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE UCHREZHDENIE SANATORI NIZHNYAYA OREANDA UPRAVLENIYA,
OTKRYTOE AKTSIONERNOE OBSHCHESTVO VNESHNEEKONOMICHESKOE OBEDINENIE TEKHNOPROMEKSPORT,
JOINT STOCK COMPANY FOREIGN ECONOMIC ASSOCIATION TECHNOPROMEXPORT,
JOINT STOCK COMPANY FOREIGN ECONOMIC ASSOCIATION TEKHNOPROMEXPORT,
"VO TEKHNOPROMEKSPORT, OAO",
OJSC TECHNOPROMEXPORT,
JSC TEKHNOPROMEXPORT,
OPEN JOINT STOCK COMPANY FOREIGN ECONOMIC ASSOCIATION TEKHNOPROMEXPORT,
JSC VO TEKHNOPROMEXPORT,
JSC TPE,
Abdurakhmanov,Maghomed
Abu Banat,
Abu al Banat,
STATE ENTERPRISE FACTORY OF SPARKLING WINE NOVY SVET,
GOSUDARSTVENOYE PREDPRIYATIYE ZAVOD SHAMPANSKYKH VIN NOVY SVET,
DERZHAVNE PIDPRYEMSTVO ZAVOD SHAMPANSKYKH VYN NOVY SVIT,
"ZAVOD SHAMPANSKYKH VYN NOVY SVIT, DP",
STATE ENTERPRISE FACTORY OF SPARKLING WINES NEW WORLD,
NOVY SVET WINERY,
NOVY SVET WINERY STATE ENTERPRISE,
STATE ENTERPRISE UNIVERSAL-AVIA,
CRIMEAN STATE AVIATION ENTERPRISE UNIVERSAL-AVIA,
"UNIVERSAL-AVIA, GUP RK",
"UNIVERSAL-AVIA, CRIMEA STATE AVIATION ENTERPRISE",
GOSUDARSTVENOYE PREDPRIYATIYE UNIVERSAL-AVIA,
GOSUDARSTVENNOE UNITARNOE PREDPRIYATIE RESPUBLIKI KRYM UNIVERSAL-AVIA,
GOSUDARSTVENNOE UNITARNOE PREDPRIYATIE RESPUBLIKI KRYM UNIVERSAL,
CRIMEAN ENTERPRISE AZOV DISTILLERY PLANT,
CRIMEAN REPUBLICAN ENTERPRISE AZOV DISTILLERY,
AZOVSKY LIKEROVO-DOCHNY ZAVOD,
CRIMEAN REPUBLICAN ENTERPRISE AZOVSKY LIKEROVODOCHNY ZAVOD,
KRYMSKE RESPUBLIKANSKE PIDPRYEMSTVO AZOVSKY LIKEROGORILCHANY ZAVOD,
"AZOVSKY LIKEROGORILCHANY ZAVOD, KRYMSKE RESPUBLIKANSKE PIDPRYEMSTVO",
Rivera,Sandoval
Non-Latin: ESPINOZA,Non-Latin: RODRÍGUEZ
BARRAZA,ACEVES
Luis 2525,
KHURI,Mudalal
KHURI,Mudalal
KHOURY,Mudallal
ILYUMZHINOV,Kirsan
ILYUMZHINOV,Kirsan
NICOLAOU,Nicos
PRIMAX BUSINESS CONSULTANTS LIMITED,
HUDSOTRADE LIMITED,
EZEGOO INVESTMENTS LTD,
KREMSONT COMMERCIAL INC.,
KREMSONT ALLIANCE CORP.,
RUSSIAN FINANCIAL ALLIANCE BANK,
RFA BANK,
"AKB RFA, OAO",
Open Joint Stock Company Joint Stock Commercial Bank 'Russian Financial Alliance',
OJSC JSCB RFA,
HASWANI,George
Haswani,Jurj
Khesouani,George
Heswani,George
Hasawani,George
Al Hasawani,George
Hewani,George
Hesswani,Georges
Khesouani,Georges
HESCO Engineering & Construction Co,
HESCO Engineering and Construction Company Limited,
HESCO Eng & Con. Co,
Tabachnyk,Dmytro
Tabachnik,Dmitry
Tabachnyk,Dmytriy
TransService LLC,
Non-Latin: ООО Транссервис,Non-Latin: OOO Transservis
Limited Liability Company Transservis,
Non-Latin: Oбщество с Oграниченной Oтветственностью Транссервис,Non-Latin: Obschestvo s Ogranichennoi Otvetstvennostyu Transservis
Muratov,Aleksey
MURATOV,Alexei
RODKIN,Andrei
RODKIN,Andrei
RODKIN,Andrey
Joint Stock Company Genbank,
JSC Genbank,
"Non-Latin: Genbank, AO","Non-Latin: Генбанк, АО"
Non-Latin: Aktsionernoe Obshchestvo Genbank,Non-Latin: Акционерное Общество Генбанк
Closed Joint Stock Company Genbank,
Open Joint Stock Company Krasnodar Regional Investment Bank,
OJSC Krayinvestbank,
Non-Latin: OAO Krayinvestbank,Non-Latin: ОАО Крайинвестбанк
Non-Latin: OTKRYTOE AKTSIONERNOE OBSHCHESTVO KRASNODARSKIY KRAEVOY INVESTITSIONNIY BANK,Non-Latin: Открытое Акционерное Общество Краснодарский Краевой Инвестиционный Банк
OPEN JOINT STOCK COMPANY COMMERCIAL BANK VERKHNEVOLZHSKY,
OJSC CB VERKHNEVOLZHSKY,
OAO KB VERKHNEVOLZHSKIY,
OTKRYTOE AKTSIONERNOE OBSHCHESTVO KOMMERCHESKIY BANK VERKHNEVOLZHSKIY,
COMMERCIAL JOINT-STOCK BANK VERHNEVOLGSKY,
PUBLIC COMMERCIAL JOINT-STOCK BANK VERHNEVOLZHSKY,
JOINT STOCK COMPANY SEVASTOPOLSKY MORSKOY BANK,
JSC SEVASTOPOLSKY MORSKOY BANK,
AO SEVASTOPOLSKIY MORSKOY BANK,
AKTSIONERNOE OBSHCHESTVO SEVASTOPOLSKIY MORSKOY BANK,
KOFMAN,Aleksandr
KOFMAN,Oleksandr
PAO MOSOBLBANK,
PUBLIC JOINT STOCK COMPANY MOSCOW REGIONAL BANK,
AKB MOSOBLBANK OAO,
AKTSIONERNY KOMMERCHESKI BANK MOSKOVSKI OBLASTNOI BANK OTKRYTOE AKTSIONERNOE OBSHCHESTVO,
INRESBANK OOO,
INVESTITSIONNY RESPUBLIKANSKI BANK OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU,
INVESTMENT REPUBLIC BANK LLC,
INRESBANK LTD,
OOO KBK BANK,
AVIA GROUP TERMINAL LIMITED LIABILITY COMPANY,
AG TERMINAL OOO,
Non-Latin: OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU AVIA GRUPP TERMINAL,Non-Latin: Общество с ограниченной ответственностью Авиа Групп Терминал
LLC AG TERMINAL,
OAO VOLGOGRADNEFTEMASH,
Non-Latin: OTKRYTOE AKTSIONERNOE OBSHCHESTVO VOLGOGRADNEFTEMASH,Non-Latin: Открытое Акционерное Общество Волгограднефтемаш
JSC VOLGOGRADNEFTEMASH,
DOCHERNEE AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA VOLGOGRADNEFTEMASH ROSSIISKOGO AKTSIONERNOGO OBSHCHESTVA GAZPROM,
Nikitin,Vasiliy
NIKITIN,Vasyl
NIKITIN,Vasily
Sven,Anders
Lerma Trading S.A.,
LTS Holding Limited,
IPP-International Petroleum Products Ltd.,
Maples SA,
Fentex Properties LTD.,
White Seal Holdings Limited,
KOZYAKOV,Serhiy
KOZYAKOV,Sergey
KOZYAKOV,Sergey
Anichin,Aleksey
Anichin,Alexei
Lord's Resistance Army,
LRA,
Lord's Resistance Movement,
Lord's Resistance Movement/Army,
LRM,
LRM/A,
Ngaikosset,Eugene
Ngaikoisset,Eugene
Ngaikouesset,Eugene
Ngakosset,Eugene
Ngaikosse,Eugene
The Butcher of Paoua,
Gaye,Haroun
Gueye,Haroun
Guaye,Haroun
Gaye,Aroun
Geye,Aroun
WAKED DARWICH,Mohamed
WAKED DARWICH,Hamudi
LAREDO,DON JUAN
LAREDO,DONJUAN
LAREDO,Antonio
RODRIGUEZ,Antonio
GORDO,
LAREDO DRUG TRAFFICKING ORGANIZATION,
LAREDO DTO,
LAREDO,DONJUAN
LAREDO,DON JUAN
LAREDO,Ismael
LAREDO,DONJUAN
BARRIOS,HERNANDEZ
LA MECHE,
GOMEZ,VELAZQUEZ
GOMEZ,VELASQUEZ
REYNA,FELIX
MARCELO,BARRAGAN
EL RATON,
LAREDO,ESTRADA
"GRUPO CIMA PANAMA, S.A.",
"INMOBILIARIA ROYPAL, S.A.",
FELIX B. MADURO S.A.,
"PANLI HOLDINGS, INC.",
"NARANJO ABAJO, S.A.",
"SOHO DEVELOPERS, INC.",
"XZACT, INC.",
ALBORADA S.A.,
"ALBORADA GARDENS, S.A.",
"HOTELERA MUNDIAL, S.A.",
"V.P. PROPERTIES, INC.",
SEGOVIA IMPORT & EXPORT CORP.,
SEGOVIA IMPORT AND EXPORT CORP.,
"PANAMA-CHILE INTERNACIONAL, S.A.",
"PLAZA MILENIO, S.A.",
"MILLENNIUM PLAZA, S.A.",
"BIENES RAICES DEL CARIBE, S.A.",
CACIQUE 1 S.A.,
"LA GRAN VIA ZONA LIBRE, S.A.",
"RESIDENCIAL CANAL VIEW, S.A.",
INMOBILIARIA J & M CORP,
INMOBILIARIA J AND M CORP,
"NUTRISHOP, S.A.",
"SISTEMA CORESCO, S.A.",
"INVERSIONES LDT, S.A.",
SERVICIO DE EQUIPO RODANTE INCORPORADO,
SER INC.,
"MALALA 786, S.A.",
WAYSIDE CORPORATION,
GLENDOR FINANCE S.A.,
"LA RIVIERA, PANAMA, S.A.",
"WAREHOUSE OUTLETS, S.A.",
"TROLL PROPERTIES, INC.",
"INMOBILIARIA MULTI-TIENDAS, S.A.",
"DISTRIBUIDORA MARBELLA, S.A.",
"LAGUNA MAR INTERNACIONAL, S.A.",
"VISION 20-20, S.A.",
GRUPO CEDRO PANAMA S.A.,
ADJUSTMENT BUSINESS CORP.,
"MEDAL INVERSIONES, S.A.",
"DESARROLLO URBANISTICO DEL ATLANTICO, S.A.",
D.U.A.S.A.,
Nooshin,Seyed Mirahmad
Nushin,Sayyed Mir Ahmad
Nooshin,Seid Mir Ahmad
Hashemi,Seyed Mohammad
Hashemi,Seyyed
Hashemi,Sayyed
Farahi,Sayyad Medhi
Farajzadeh,Seyyed Hadi
LIRA SOTELO,Alfonso
El Atlante,
BAHENA MARTINEZ,Rogelio
IMPERIAL CASTRO,Eliseo
Cheyo Antrax,
LIRA SOTELO,Javier
El Hannibal,
El Carnicero,
LIRA SOTELO,Alma
Musavi,Sayyed
"ANHUI LAND GROUP CO., LIMITED",
CHEN,Mingfu
FARGHADANI,Rahimreza
FARGHADANI,Rahim Reza
POURNAGHSHBAND,Hossein
POUR NAGHSH BAND,Hussain Reza
POUR NAGHSHBAND,Hossein
POUR NAGHSHBAND,Hossein Reza
CANDID GENERAL TRADING LLC,
CANDID TRADING LLC,
MABROOKA TRADING CO L.L.C.,
MABROOKA TRADING COMPANY,
Kibis,Boris
Urzhumtsev,Oleg
Lapshov,Pavel
Charara,Ali
Sharara,'Ali
Sharara,Ali
Spectrum Investment Group Holding SAL,
Spectrum Investment Group SAL Holding,
Spectrum Investment Group Holding,
Spectrum Holding,
Spectrum Investment Holding,
Spectrum International Investment Holding SAL,
"WESTLINE ENTERPRISES, INC.",
Antonov,Yevgeni
Al-Hababi,Nayf
al-Hababi,Nayef
al-Qatari,Faruq
al-Qahtani,Faruq
al-Qahtani al-Qatari,Farouq
al-Qahtani,Sheikh Farooq
al-Qatari,Sheikh Farooq
Farouk,Shaykh Imran
Noureddine,Mohamad
Nur-al-Din,Muhammad
Zaher El Dine,Hamdi
Zahreddine,Hamdi
Trade Point International S.A.R.L.,
ROBERTO ORELLANA,Jose
Non-Latin: TIO SAM,Non-Latin: TÍO SAM
TOLOLO,
CHIBOLA,
GORDO MAX,
Romero Garcia,Dany Balmore
Big Boy,
D-BOY,
Hassan,Ali Khatib
Haji,Ali
Haji,Ali
Alex,Maiko
Shakur,Abdallah
Shkuba,
Shikuba,
Hassan Drug Trafficking Organization,
Hassan DTO,
Shkuba DTO,
Juaythini,Husayn
Aljeithni,Hussein
al-Ju'aythini,Husayn
al-Ju'aythini,Husayn
al-Ju'aythini,Husayn
Ju'aythini,Husayn
al-Ju'aitni,Abu Mu'ath
al-Binali,Turki
Al Binali,Turki
al-Bin'ali,Turki
al-Benali,Turki
al-Bin'ali,Turki
al-Athari,Abu Human
al-Athari,Abu-Bakr
al-Salafi,Abu Hazm
al-Bahrayni,Abu Hudhayfa
al-Athari,Abu Human
al-Mudari,Abu Khuzayma
al-Sulami,Abu Sufyan
Abu Dergham,
al-Zahrani,Faysal
al-Jazrawi,Abu-Sara
al-Zahrani,Abu-Sarah
Alzahrani,Faisal
Al Zahrani,Faysal
al-Saudi,Abu Sarah
Zahrani,Abu Sara
Yu,Chol U
Workers' Party of Korea Central Military Commission,
National Defense Commission,
RI,Man
Academy of National Defense Science,
Ministry of Atomic Energy Industry,
Ri,Yong
Ri,Yong-Mu
Hwang,Pyong
Hwang,Pyo'ng-so'
Pak,Yong
Pak,Yo'ng-sik
Choe,Chun-sik
Choe,Chun
Ch'oe,Ch'un-sik
Kang,Mun-kil
Jian,WenJi
Ilsim International Bank,
Korea United Development Bank,
"Korean Workers Party, Propaganda and Agitation Department",
"Propaganda and Agitation Department, Workers Party of Korea",
Propaganda and Agitation Department,
ESPINOZA,AGUILAR
ESPINOZA,AGUILAR
ESPINOZA,AGUILAR
National Aerospace Development Administration,
NADA,
Kim,Song
Kim,Hak
Son,Jong
Son,Min
Pak,Chun
Hyon,Gwang Il
Hyon,Kwang Il
Ruelas,Avila
Mondaca,Avila
Chongbong Shipping Co Ltd,
EVER BRIGHT 88,
Ocean Bunkering JV CO,
GOLD STAR 3,
JH 86,
Hoeryong Shipping Co Ltd,
JIN TAI,
Mirim Shipping Co Ltd,
JIN TENG,
ORION STAR,
Korea Samilpo Shipping Co,
Korean Polish Shpg Co Ltd,
Thaephyongsan Shipping Co Ltd,
SOUTH HILL 2,
Korea Zuzagbong Maritime Ltd,
SOUTH HILL 5,
GRAND KARO,
Korea Ocean Shipping Agency,
Korean Buyon Shipping Co. Ltd.,
Korea Buyon Shipping Co,
KOREAN BUYON SHIPPING COMPANY LIMITED,
Chong Bong,
Chong Rim 2,
Victory 2,
HOE RYONG,
MI RIM,
MI RIM 2,
RA NAM 2,
RA NAM 3,
RYO MYONG,
THAE PYONG SAN,
TONG HUNG 1,
Saboor,Abdul
Engineer Saboor,
Nasratyar,Abdul
Nowbahar,Abdullah
Ri,Won Ho
Jo,Yong Chol
Cho,Yong Chol
Korea General Corporation for External Construction,
Korea General Company for External Construction,
Korea General Construction,
Kogen,
Genco,
Non-Latin: Zenko,Non-Latin: ЗЕНКО
Namgang Construction,
Korea Rungrado General Trading Corporation,
Rungrado Trade Company,
Rynrado General Trading Corporation,
Non-Latin: Rynrado,Non-Latin: РЫНРАДО
Singwang Economics and Trading General Corporation,
Korea Foreign Technical Trade Center,
Non-Latin: ООО Газпром ВНИИГАЗ,"Non-Latin: GAZPROM VNIIGAZ, OOO"
GAZPROM VNIIGAZ,
Non-Latin: Научно-исследовательский институт природных газов и газовых технологий - Газпром ВНИИГАЗ,Non-Latin: OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NAUCHNO-ISSLEDOVATELSKI INSTITUT PRIRODNYKH GAZOV I GAZOVYKH TEKHNOLOGI - GAZPROM VNIIGAZ'
Limited Liability Company Scientific Research Institute of Natural Gases and Gas Technologies,
All Union Scientific Research Institute of Natural Gases and Gas Technologies,
VNIGAZ,
LLC VNIIGAZ,
Safarash,Muhammad
Ali,Muhammed
Ali,Muhammad
Ali,Mohammad
Ali,Mohammed
Ali,Mohammad
Safarish,Mohammed
Safarash,Mohammad
Ali,Mohd
Ali,Mohd
Nasar,Muhammad
Nasir,Muhammad
Ijaz,Muhammad
Nassaruddin,Muhammad
Nuristani,Abdul
Nooristani,Abdul
al-Nuristani,'Abd
al-Nuristani,Abdul
Nuristani,Abdul
Aziz,Abdul
al-'Aziz,Abd
Aziz,Abdullah
Jamia Asariya Madrassa,
Al Jamia Al Asaria,
Jamiyya Asriyya,
Jamia Assaria Madrassa,
Jamia al-Assaria Madrassa,
Jameat-ul Asrya Madrassa,
Jamah-ye Sarya Madrassa,
Al Jamatul Asaryah Madrassa,
Jameha-e-Al Ahserya Madrassa,
Al Jamiah Al Asaria Madrassa,
Jamia Asriya Madrassa,
Al-Jamahatul Asreya Madrassa,
Al-Jamia Al-Asaria Madrassa,
Jama'at ul-Saria Mosque,
Jamiae Hazarea Madrassa,
Madrassa Jamia Al-Asria,
Madrassa Talim Quran Usona,
McLintock,James
McLintok,James
Al Rashidi,Yaqoob
Al-Rashidi,Yaqub
Ur Rashidi,Yaqoob
Mansoor,Yaqub
Al-Rashidi,Mohammad
Yaqoob,Muhammad
Yaqub,Muhammad
McLintock,Yaqub
Macclintock,Yakoob
Mohammed,Yaqub
Yacub,Qari
Yaqoob,Qari
Yacoub,Qari
Yaqub,Qari
Yakub,Qari
Al Scotlandi,Qari
Al-Skotlandi,Abu Abdullah
Al Rahmah Welfare Organization,
Ar Rahmah Welfare Organization,
Al Rahmah Welfare Organisation,
Alrahmah Welfare Organisation,
Ar-Rahmah Welfare Organisation,
Al Rahman Welfare Organisation,
Ar Rahma Welfare Trust,
Ar-Rahma Welfare Organisation,
Ar Ramma Welfare Organisation,
Ar-Rahna Welfare Organisation,
Al-Rehmah Welfare Organization,
Alrahmah Welfare Org,
Ar-Rahman Welfare Organization,
Al Rahman Welfare Foundation,
Al Rahman Organization,
RWO,
Scotpak Build PVT Ltd,
Qamar,Naveed
Qamar,Naved
Qamar,Navid
Khan,Naveed
Qamar,Nuwayd
"Aircraft, Avionics, Parts & Support Ltd.",
Aircraft Avionics Parts and Support Ltd.,
Meadows,John
Meadows,John
HSI Trading FZE,
Aviation Capital Solutions Ltd.,
Ashfield,Jeffrey
Grandeur General Trading FZE,
Shahid Nuri Industries,
Shahid Nuri Industry,
Shahid Movahed Industries,
Shahid Movahed Industry,
SHIG Department 7500,
Shahid Haj Ali Movahed Research Center,
Abdeslam,Salah
Mazaka General Trading L.L.C.,
Jetlink Textiles Trading,
Seven Sea Golden General Trading LLC,
Aydah Trading LLC,
Aydah Trading Al Ain,
Wadi Al Afrah Trading LLC,
Ghawil,Khalifa
Ghwell,Khalifa
al-Ghuwayl,Khalifah
al-Ghweil,Khalifa
Ministry of State Security Prisons Bureau,
Ministry of State Security Farm Bureau,
Ministry of State Security Farming Bureau,
Ministry of State Security Farm Guidance Bureau,
State Security Department Prisons Bureau,
Ministry of People's Security Correctional Bureau,
Ministry of People's Security Correctional Management Bureau,
Ministry of People's Security Prison Bureau,
Cho,Il-U
Cho,Il
Cho,Ch'o'l
Jo,Chol
O,Chong Ok
O,Chong
O,Chong-kuk
Choe,Chang Pong
al-Mutayri,Abd al-Muhsin
al-Mutayri,'Abd al-Mushin
al-Mutayri,'Abd al-Muhsin
al-Mutayri,Dr. 'Abd al-Muhsin
al-Mutairi,'Abd al-Muhsin
al-Mutayyri,'Abd al-Muhsin
al-Mutayri,'Abd al-Mushin
al-Mutairi,Abdulmohsen
al-Mutayri,'Abd al-Muhsin
